obs_name,wave1_traveltime,score_P,wavename_P,wave2_traveltime,score_S,wavename_S
N.SGUH,2.69,B,P,4.30,C,S
N.YMSH,3.16,B,P,5.15,C,S
N.NKOH,4.34,B,P,7.20,C,S
N.AIOH,4.34,B,P,7.05,C,S
N.KMGH,5.00,B,P,8.31,C,S
N.KKGH,4.95,B,P,8.16,C,S
N.OHAH,5.72,B,P,9.58,C,S
N.HAGH,5.74,B,P,9.48,C,S
N.KAMH,6.18,B,P,10.22,C,S
N.HNSH,7.04,B,P,11.67,C,S
N.TJOH,8.12,B,P,13.60,C,S
N.SYOH,8.05,B,P,13.58,C,S
N.SNTH,8.40,B,P,14.06,C,S
N.CHZH,8.59,B,P,14.47,C,S
N.SETH,9.16,B,P,15.54,C,S
N.UUMH,10.36,B,P,17.58,C,S
N.FKCH,10.77,B,P,99.99,*,S
N.TKBH,11.58,B,P,19.79,C,S
N.IAMH,12.47,B,P,99.99,*,S
N.KNHH,13.27,B,P,99.99,*,S
N.KMEH,13.88,B,P,99.99,*,S
N.TOKH,17.51,B,P,99.99,*,S
