obs_name,wave1_traveltime,score_P,wavename_P,wave2_traveltime,score_S,wavename_S
N.TKUH,3.10,B,P,5.12,C,S
N.SYTH,3.77,B,P,6.15,C,S
N.MKWH,4.62,B,P,7.57,C,S
N.KNSH,5.61,B,P,9.38,C,S
N.IKNH,5.58,B,P,99.99,*,S
N.TKJH,5.76,B,P,9.66,C,S
N.HOFH,5.96,B,P,10.02,C,S
N.MICH,7.68,B,P,12.97,C,S
N.TOHH,8.37,B,P,14.31,C,S
N.SKIH,8.73,B,P,14.50,C,S
N.OKMH,9.14,B,P,15.39,C,S
N.MTOH,9.55,B,P,16.35,C,S
N.UBEH,9.75,B,P,16.68,C,S
N.MTMH,10.15,B,P,17.17,C,S
N.AKIH,10.94,B,P,18.45,C,S
N.HISH,10.96,B,P,18.43,C,S
N.HGIH,10.99,B,P,18.92,C,S
N.MNEH,12.14,B,P,20.77,C,S
N.KURH,12.77,B,P,21.57,C,S
N.NGTH,22.12,B,P,99.99,*,S
N.MITH,21.95,B,P,99.99,*,S
N.TYUH,15.28,B,P,99.99,*,S
N.HSMH,32.59,B,P,99.99,*,S
